Name,Year,Genre,Perspective,Console,Moby Score,Critics,Publishers,Developers,Multiplayer,Offline Players,Gameplay
Emergency Mayhem,2008,Action,3rd-person (Other),Wii,4.9,44% (25),Supersonic Software Ltd.,Supersonic Software Ltd.,0.0,1.0,"Arcade, Board game"
The Forgotten: It Begins,1999,Adventure,1st-person,Windows,4.9,43% (9),DreamCatcher Interactive Inc.,DreamCatcher Interactive Inc.,0.0,1.0,Puzzle elements
Streets of SimCity,1997,Action,1st-person,Windows,4.9,46% (13),Maxis Software Inc.,Maxis Software Inc.,0.0,1.0,Shooter
Nerf Legends,2021,Action,1st-person,Xbox One,4.9,27% (5),GameMill Entertainment LLC,GameMill Entertainment LLC,0.0,1.0,Shooter
Western Outlaw: Wanted Dead or Alive,2003,Action,1st-person,Windows,4.9,40% (6),Jarhead Games Inc.,Jarhead Games Inc.,0.0,1.0,Shooter
Dual Heroes,1997,Action,Side view,Nintendo 64,4.9,39% (9),"Produce Co., Ltd.","Produce Co., Ltd.",0.0,1.0,2D scrolling
The Hunt for Red October,1993,Action,Side view,SNES,4.9,32% (7),"RSP, Inc.","RSP, Inc.",0.0,1.0,2D scrolling
Roy of the Rovers,1988,Sports,Side view,Commodore 64,4.9,44% (8),Gremlin Graphics Software Limited,Gremlin Graphics Software Limited,0.0,1.0,Arcade
Predator,1988,Action,Side view,NES,4.9,38% (4),"Pack-In-Video Co., Ltd, Activision, Inc., Gradiente Industrial S.A.","Pack-In-Video Co., Ltd",0.0,1.0,2D scrolling
Sex Olympics,1990,Adventure,1st-person,DOS,4.9,6% (1),Free Spirit Software Inc.,Free Spirit Software Inc.,0.0,1.0,Turn-based
ECW Hardcore Revolution,2000,Sports,3rd-person (Other),Game Boy Color,4.9,28% (7),Crawfish Interactive Ltd.,Crawfish Interactive Ltd.,0.0,1.0,Wrestling
MotionSports,2010,Sports,3rd-person (Other),Xbox 360,4.9,36% (8),Ubisoft Studios SRL,Ubisoft Studios SRL,0.0,1.0,Arcade
Street Cred Football,1989,Action,Top-down,Commodore 64,4.9,37% (4),Players Premier,Players Premier,0.0,1.0,Football (European) / Soccer
Hilfe! Ich bin ein Fisch,2001,Adventure,3rd-person (Other),Windows,4.9,33% (5),FunDragoon Games & Entertainment GmbH,FunDragoon Games & Entertainment GmbH,0.0,1.0,Real-time
Ju-on: The Grudge,2009,Adventure,1st-person,Wii,4.9,36% (10),feelplus Inc.,feelplus Inc.,0.0,1.0,Horror
World War II Combat: Road to Berlin,2006,Action,1st-person,Windows,4.9,24% (6),"Groove Games, 1C Company",Groove Games,0.0,1.0,Shooter
5th Gear,1988,Action,Top-down,Commodore 64,4.9,47% (8),"Hewson Consultants Ltd., Rack-It, Prism Leisure Corporation Plc",Hewson Consultants Ltd.,0.0,1.0,2D scrolling
Baldur's Gate: Enhanced Edition - Siege of Dragons...,2016,DLC / Add-on,Item,Windows,4.9,62% (3),"Beamdog, Overhaul Games",Beamdog,0.0,1.0,
Emergency Mayhem,2008,Action,3rd-person (Other),Wii,4.9,44% (25),Supersonic Software Ltd.,Supersonic Software Ltd.,0.0,1.0,"Arcade, Board game"
The Forgotten: It Begins,1999,Adventure,1st-person,Windows,4.9,43% (9),DreamCatcher Interactive Inc.,DreamCatcher Interactive Inc.,0.0,1.0,Puzzle elements
Streets of SimCity,1997,Action,1st-person,Windows,4.9,46% (13),Maxis Software Inc.,Maxis Software Inc.,0.0,1.0,Shooter
Nerf Legends,2021,Action,1st-person,Xbox One,4.9,27% (5),GameMill Entertainment LLC,GameMill Entertainment LLC,0.0,1.0,Shooter
Western Outlaw: Wanted Dead or Alive,2003,Action,1st-person,Windows,4.9,40% (6),Jarhead Games Inc.,Jarhead Games Inc.,0.0,1.0,Shooter
Dual Heroes,1997,Action,Side view,Nintendo 64,4.9,39% (9),"Produce Co., Ltd.","Produce Co., Ltd.",0.0,1.0,2D scrolling
The Hunt for Red October,1993,Action,Side view,SNES,4.9,32% (7),"RSP, Inc.","RSP, Inc.",0.0,1.0,2D scrolling
Roy of the Rovers,1988,Sports,Side view,Commodore 64,4.9,44% (8),Gremlin Graphics Software Limited,Gremlin Graphics Software Limited,0.0,1.0,Arcade
Predator,1988,Action,Side view,NES,4.9,38% (4),"Pack-In-Video Co., Ltd, Activision, Inc., Gradiente Industrial S.A.","Pack-In-Video Co., Ltd",0.0,1.0,2D scrolling
Sex Olympics,1990,Adventure,1st-person,DOS,4.9,6% (1),Free Spirit Software Inc.,Free Spirit Software Inc.,0.0,1.0,Turn-based
ECW Hardcore Revolution,2000,Sports,3rd-person (Other),Game Boy Color,4.9,28% (7),Crawfish Interactive Ltd.,Crawfish Interactive Ltd.,0.0,1.0,Wrestling
MotionSports,2010,Sports,3rd-person (Other),Xbox 360,4.9,36% (8),Ubisoft Studios SRL,Ubisoft Studios SRL,0.0,1.0,Arcade
Street Cred Football,1989,Action,Top-down,Commodore 64,4.9,37% (4),Players Premier,Players Premier,0.0,1.0,Football (European) / Soccer
Hilfe! Ich bin ein Fisch,2001,Adventure,3rd-person (Other),Windows,4.9,33% (5),FunDragoon Games & Entertainment GmbH,FunDragoon Games & Entertainment GmbH,0.0,1.0,Real-time
Ju-on: The Grudge,2009,Adventure,1st-person,Wii,4.9,36% (10),feelplus Inc.,feelplus Inc.,0.0,1.0,Horror
World War II Combat: Road to Berlin,2006,Action,1st-person,Windows,4.9,24% (6),"Groove Games, 1C Company",Groove Games,0.0,1.0,Shooter
5th Gear,1988,Action,Top-down,Commodore 64,4.9,47% (8),"Hewson Consultants Ltd., Rack-It, Prism Leisure Corporation Plc",Hewson Consultants Ltd.,0.0,1.0,2D scrolling
Baldur's Gate: Enhanced Edition - Siege of Dragons...,2016,DLC / Add-on,Item,Windows,4.9,62% (3),"Beamdog, Overhaul Games",Beamdog,0.0,1.0,
Emergency Mayhem,2008,Action,3rd-person (Other),Wii,4.9,44% (25),Supersonic Software Ltd.,Supersonic Software Ltd.,0.0,1.0,"Arcade, Board game"
The Forgotten: It Begins,1999,Adventure,1st-person,Windows,4.9,43% (9),DreamCatcher Interactive Inc.,DreamCatcher Interactive Inc.,0.0,1.0,Puzzle elements
Streets of SimCity,1997,Action,1st-person,Windows,4.9,46% (13),Maxis Software Inc.,Maxis Software Inc.,0.0,1.0,Shooter
Nerf Legends,2021,Action,1st-person,Xbox One,4.9,27% (5),GameMill Entertainment LLC,GameMill Entertainment LLC,0.0,1.0,Shooter
Western Outlaw: Wanted Dead or Alive,2003,Action,1st-person,Windows,4.9,40% (6),Jarhead Games Inc.,Jarhead Games Inc.,0.0,1.0,Shooter
Dual Heroes,1997,Action,Side view,Nintendo 64,4.9,39% (9),"Produce Co., Ltd.","Produce Co., Ltd.",0.0,1.0,2D scrolling
The Hunt for Red October,1993,Action,Side view,SNES,4.9,32% (7),"RSP, Inc.","RSP, Inc.",0.0,1.0,2D scrolling
Roy of the Rovers,1988,Sports,Side view,Commodore 64,4.9,44% (8),Gremlin Graphics Software Limited,Gremlin Graphics Software Limited,0.0,1.0,Arcade
Predator,1988,Action,Side view,NES,4.9,38% (4),"Pack-In-Video Co., Ltd, Activision, Inc., Gradiente Industrial S.A.","Pack-In-Video Co., Ltd",0.0,1.0,2D scrolling
Sex Olympics,1990,Adventure,1st-person,DOS,4.9,6% (1),Free Spirit Software Inc.,Free Spirit Software Inc.,0.0,1.0,Turn-based
ECW Hardcore Revolution,2000,Sports,3rd-person (Other),Game Boy Color,4.9,28% (7),Crawfish Interactive Ltd.,Crawfish Interactive Ltd.,0.0,1.0,Wrestling
MotionSports,2010,Sports,3rd-person (Other),Xbox 360,4.9,36% (8),Ubisoft Studios SRL,Ubisoft Studios SRL,0.0,1.0,Arcade
Street Cred Football,1989,Action,Top-down,Commodore 64,4.9,37% (4),Players Premier,Players Premier,0.0,1.0,Football (European) / Soccer
Hilfe! Ich bin ein Fisch,2001,Adventure,3rd-person (Other),Windows,4.9,33% (5),FunDragoon Games & Entertainment GmbH,FunDragoon Games & Entertainment GmbH,0.0,1.0,Real-time
Ju-on: The Grudge,2009,Adventure,1st-person,Wii,4.9,36% (10),feelplus Inc.,feelplus Inc.,0.0,1.0,Horror
World War II Combat: Road to Berlin,2006,Action,1st-person,Windows,4.9,24% (6),"Groove Games, 1C Company",Groove Games,0.0,1.0,Shooter
5th Gear,1988,Action,Top-down,Commodore 64,4.9,47% (8),"Hewson Consultants Ltd., Rack-It, Prism Leisure Corporation Plc",Hewson Consultants Ltd.,0.0,1.0,2D scrolling
Baldur's Gate: Enhanced Edition - Siege of Dragons...,2016,DLC / Add-on,Item,Windows,4.9,62% (3),"Beamdog, Overhaul Games",Beamdog,0.0,1.0,
Emergency Mayhem,2008,Action,3rd-person (Other),Wii,4.9,44% (25),Supersonic Software Ltd.,Supersonic Software Ltd.,0.0,1.0,"Arcade, Board game"
The Forgotten: It Begins,1999,Adventure,1st-person,Windows,4.9,43% (9),DreamCatcher Interactive Inc.,DreamCatcher Interactive Inc.,0.0,1.0,Puzzle elements
Streets of SimCity,1997,Action,1st-person,Windows,4.9,46% (13),Maxis Software Inc.,Maxis Software Inc.,0.0,1.0,Shooter
Nerf Legends,2021,Action,1st-person,Xbox One,4.9,27% (5),GameMill Entertainment LLC,GameMill Entertainment LLC,0.0,1.0,Shooter
Western Outlaw: Wanted Dead or Alive,2003,Action,1st-person,Windows,4.9,40% (6),Jarhead Games Inc.,Jarhead Games Inc.,0.0,1.0,Shooter
Dual Heroes,1997,Action,Side view,Nintendo 64,4.9,39% (9),"Produce Co., Ltd.","Produce Co., Ltd.",0.0,1.0,2D scrolling
The Hunt for Red October,1993,Action,Side view,SNES,4.9,32% (7),"RSP, Inc.","RSP, Inc.",0.0,1.0,2D scrolling
Roy of the Rovers,1988,Sports,Side view,Commodore 64,4.9,44% (8),Gremlin Graphics Software Limited,Gremlin Graphics Software Limited,0.0,1.0,Arcade
Predator,1988,Action,Side view,NES,4.9,38% (4),"Pack-In-Video Co., Ltd, Activision, Inc., Gradiente Industrial S.A.","Pack-In-Video Co., Ltd",0.0,1.0,2D scrolling
Sex Olympics,1990,Adventure,1st-person,DOS,4.9,6% (1),Free Spirit Software Inc.,Free Spirit Software Inc.,0.0,1.0,Turn-based
ECW Hardcore Revolution,2000,Sports,3rd-person (Other),Game Boy Color,4.9,28% (7),Crawfish Interactive Ltd.,Crawfish Interactive Ltd.,0.0,1.0,Wrestling
MotionSports,2010,Sports,3rd-person (Other),Xbox 360,4.9,36% (8),Ubisoft Studios SRL,Ubisoft Studios SRL,0.0,1.0,Arcade
Street Cred Football,1989,Action,Top-down,Commodore 64,4.9,37% (4),Players Premier,Players Premier,0.0,1.0,Football (European) / Soccer
Hilfe! Ich bin ein Fisch,2001,Adventure,3rd-person (Other),Windows,4.9,33% (5),FunDragoon Games & Entertainment GmbH,FunDragoon Games & Entertainment GmbH,0.0,1.0,Real-time
Ju-on: The Grudge,2009,Adventure,1st-person,Wii,4.9,36% (10),feelplus Inc.,feelplus Inc.,0.0,1.0,Horror
World War II Combat: Road to Berlin,2006,Action,1st-person,Windows,4.9,24% (6),"Groove Games, 1C Company",Groove Games,0.0,1.0,Shooter
5th Gear,1988,Action,Top-down,Commodore 64,4.9,47% (8),"Hewson Consultants Ltd., Rack-It, Prism Leisure Corporation Plc",Hewson Consultants Ltd.,0.0,1.0,2D scrolling
Baldur's Gate: Enhanced Edition - Siege of Dragons...,2016,DLC / Add-on,Item,Windows,4.9,62% (3),"Beamdog, Overhaul Games",Beamdog,0.0,1.0,
Emergency Mayhem,2008,Action,3rd-person (Other),Wii,4.9,44% (25),Supersonic Software Ltd.,Supersonic Software Ltd.,0.0,1.0,"Arcade, Board game"
The Forgotten: It Begins,1999,Adventure,1st-person,Windows,4.9,43% (9),DreamCatcher Interactive Inc.,DreamCatcher Interactive Inc.,0.0,1.0,Puzzle elements
Streets of SimCity,1997,Action,1st-person,Windows,4.9,46% (13),Maxis Software Inc.,Maxis Software Inc.,0.0,1.0,Shooter
Nerf Legends,2021,Action,1st-person,Xbox One,4.9,27% (5),GameMill Entertainment LLC,GameMill Entertainment LLC,0.0,1.0,Shooter
Western Outlaw: Wanted Dead or Alive,2003,Action,1st-person,Windows,4.9,40% (6),Jarhead Games Inc.,Jarhead Games Inc.,0.0,1.0,Shooter
Dual Heroes,1997,Action,Side view,Nintendo 64,4.9,39% (9),"Produce Co., Ltd.","Produce Co., Ltd.",0.0,1.0,2D scrolling
The Hunt for Red October,1993,Action,Side view,SNES,4.9,32% (7),"RSP, Inc.","RSP, Inc.",0.0,1.0,2D scrolling
Roy of the Rovers,1988,Sports,Side view,Commodore 64,4.9,44% (8),Gremlin Graphics Software Limited,Gremlin Graphics Software Limited,0.0,1.0,Arcade
Predator,1988,Action,Side view,NES,4.9,38% (4),"Pack-In-Video Co., Ltd, Activision, Inc., Gradiente Industrial S.A.","Pack-In-Video Co., Ltd",0.0,1.0,2D scrolling
